track_name,artist,genre,release_year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_ms,popularity
Electric Glow Sunset,Olivia Rodrigo,pop,2017,0.635,0.8171,0.6426,0.4156,0.0103,0.0949,115.7,-4.2,223097,59
Waves Echo,Usher,r&b,2018,0.5652,0.6572,0.3036,0.1772,0.0103,0.065,113.2,-4.7,170629,53
Gone Wild Away,Frank Ocean,r&b,2012,0.7271,0.5772,0.1786,0.4647,0.0019,0.1057,97.6,-8.0,254674,52
Sunset Stay,The Strokes,indie,2007,0.362,0.4056,0.8758,0.0149,0.3076,0.0739,136.9,-1.5,195925,64
Fire Gold,Summer Walker,r&b,2024,0.5528,0.3974,0.7638,0.0,0.0,0.0841,129.0,-6.1,201417,53
Electric Crystal Stars,Drake,hip-hop,2002,0.7466,0.5397,0.2724,0.16,0.0,0.118,89.0,-4.2,172019,32
Blue,Jason Aldean,country,2001,0.8554,0.5264,0.2594,0.6036,0.0052,0.0,127.3,-7.1,196944,30
Rain Love Shine,Marshmello,electronic,1994,0.7323,0.7491,0.1781,0.0168,0.1778,0.0487,142.9,-1.6,130018,14
Dreams Gold Pulse,Adele,pop,2000,0.7277,0.8222,0.4073,0.0402,0.0587,0.0242,144.8,-5.2,203245,67
Shine Heart Lost,Daniel Caesar,r&b,2000,0.6805,0.5052,0.2772,0.3105,0.0485,0.0816,118.6,-9.5,215104,43
Free Dreams,Bon Iver,indie,2020,0.5091,0.6514,0.3288,0.6339,0.0036,0.0261,113.6,-9.4,174006,71
Fire Rain Fever,Kendrick Lamar,hip-hop,2020,0.6832,0.454,0.4397,0.2964,0.0264,0.1667,76.4,-5.2,269209,59
Blue,Radiohead,rock,2002,0.5518,0.7171,0.5578,0.2639,0.0361,0.0051,134.0,-5.9,223928,52
Stay Heart,Billie Eilish,pop,2003,0.6491,0.8753,0.7412,0.3233,0.0365,0.0261,96.7,-2.6,294350,57
Silver Dance,Dua Lipa,pop,2014,0.6319,0.617,0.4682,0.2863,0.0601,0.0887,123.4,-3.4,120000,27
Night Fall Gone,Post Malone,hip-hop,2022,0.7176,0.7629,0.4184,0.0,0.0045,0.1643,86.6,-6.4,198565,64
Rush Stars,Khalid,r&b,2022,0.7422,0.7013,0.7515,0.434,0.0329,0.149,101.6,-4.9,232985,87
Gone,Ariana Grande,pop,2004,0.6114,0.6639,0.5258,0.4492,0.0043,0.0693,141.2,-9.8,268923,54
Waves,Phoebe Bridgers,indie,2005,0.6755,0.8364,0.7233,0.4842,0.0387,0.0258,124.6,-9.8,144734,67
Away Fall Fire,Luke Bryan,country,1995,0.5679,0.5798,0.8999,0.1364,0.0376,0.0392,126.1,-9.0,190796,39
Shine Free,SZA,r&b,2014,0.5155,0.7091,0.6746,0.1536,0.008,0.0738,99.6,-8.6,164997,60
Sunset,Norah Jones,jazz,2004,0.5689,0.668,0.5768,0.5308,0.3797,0.0,123.7,-11.6,226957,58
Free,Justin Bieber,pop,1993,0.4604,0.7043,0.7701,0.0,0.014,0.0,129.8,-4.4,178831,51
Midnight,Deadmau5,electronic,1993,0.7413,0.8235,0.6812,0.1081,0.4456,0.088,130.4,-3.9,210812,45
Stay,Summer Walker,r&b,2019,0.792,0.41,0.3442,0.0,0.0256,0.067,124.7,-3.9,161228,58
Love Crystal,Norah Jones,jazz,2023,0.8076,0.1927,0.7709,0.8544,0.0,0.0132,123.1,-3.0,232299,56
Storm Light Waves,Chris Stapleton,country,2016,0.5496,0.401,0.3052,0.2978,0.0177,0.0717,104.4,-1.5,148491,49
Blue Red,Foo Fighters,rock,2020,0.4352,0.8355,0.5163,0.2152,0.0249,0.0557,127.3,-2.9,285793,56
Lost Rush Dance,Sufjan Stevens,indie,2021,0.2245,0.56,0.3525,0.6154,0.3214,0.0861,126.1,-10.8,140674,51
Lost Wild,Adele,pop,1998,0.7757,0.6508,0.6919,0.0942,0.0,0.0618,102.9,-6.6,194778,63
Shine Rise,The Strokes,indie,1997,0.6557,0.4729,0.6193,0.5878,0.0,0.0,119.8,-9.0,211921,41
Stars Crystal Home,Yuja Wang,classical,2003,0.2384,0.3705,0.3199,0.9443,0.8747,0.0345,60.0,-10.9,230346,44
Shine Heart,Olivia Rodrigo,pop,2022,0.8664,0.7144,1.0,0.0511,0.0,0.0343,108.0,-4.1,239708,78
Lost Fire Home,J Balvin,latin,2012,0.8822,0.6694,0.7871,0.2874,0.0,0.194,120.9,-1.8,212729,55
Gone Electric,Adele,pop,2010,0.4437,0.5024,0.6011,0.1628,0.0347,0.1412,141.5,-7.1,244946,70
Gone,Travis Scott,hip-hop,2001,0.7469,0.7663,0.7168,0.1235,0.0294,0.3261,115.9,-6.5,252095,70
Home Shadow,Calvin Harris,electronic,1991,0.6597,0.7045,0.4833,0.0959,0.4342,0.1154,135.6,-7.7,218008,57
Midnight Glow Found,SZA,r&b,2002,0.7412,0.5052,0.1484,0.0552,0.0017,0.0909,122.8,-7.5,168787,36
Lost,Sufjan Stevens,indie,1993,0.2428,0.1809,0.3888,0.0631,0.1195,0.05,87.8,-8.4,187873,41
Blue,Luis Fonsi,latin,2009,0.7292,0.7822,0.9609,0.1046,0.0096,0.1207,122.7,-7.6,282017,55
Pulse,Marshmello,electronic,2003,0.6603,0.9315,0.1389,0.0414,0.7695,0.1272,135.4,-4.4,261809,77
Gone Away,Chris Stapleton,country,2019,0.5292,0.8227,0.6437,0.3569,0.0057,0.051,130.4,-9.1,139967,79
Silver Electric Night,Murray Perahia,classical,2018,0.1498,0.2871,0.3641,0.9943,0.872,0.0514,86.5,-18.4,165446,25
Dance,Ariana Grande,pop,1997,0.7539,0.8227,0.6092,0.0409,0.038,0.195,141.6,-8.3,253364,92
Heart Gone,Yo-Yo Ma,classical,2001,0.2229,0.4387,0.2957,1.0,0.9432,0.0624,112.9,-14.4,285763,57
Crystal,Harry Styles,pop,2015,0.3793,1.0,0.4509,0.0,0.0218,0.0759,110.5,-6.1,276815,46
Stars Glow Storm,Luke Bryan,country,1991,0.5471,0.4725,0.2391,0.0039,0.0225,0.0731,107.4,-10.4,190279,44
Wild,Muse,rock,2003,0.4261,0.658,0.5167,0.3569,0.0395,0.0544,132.7,-5.0,136734,43
Wild,Harry Styles,pop,1995,0.9721,0.6498,0.3887,0.2665,0.0063,0.145,128.2,-8.0,214771,79
Blue,Drake,hip-hop,2020,0.7207,0.5728,0.4975,0.0605,0.0,0.1557,108.2,-4.3,160938,54
Shine Fall Sunset,Frank Ocean,r&b,2006,0.7116,0.7018,0.8498,0.2489,0.021,0.0842,109.2,-8.4,152558,63
Dance Electric Fever,Tyler the Creator,hip-hop,2014,0.6345,0.5357,0.7376,0.0378,0.0139,0.4005,135.9,-7.2,201757,55
Glow Night Silver,Ariana Grande,pop,2021,0.4878,0.7758,0.6763,0.4892,0.0304,0.1762,123.7,-10.5,199286,58
Free Away Gold,Khalid,r&b,2001,0.6504,0.778,0.3435,0.2346,0.0487,0.0942,122.5,-8.9,166339,66
Gold,Vampire Weekend,indie,2002,0.4903,0.7535,0.0751,0.6903,0.2143,0.0981,137.0,-5.2,158789,44
Fall High Shadow,Cardi B,hip-hop,2008,0.6492,0.4542,0.7079,0.0646,0.0189,0.2523,142.6,-6.8,198128,68
Fall Electric,Red Hot Chili Peppers,rock,2014,0.5813,0.8549,0.6293,0.0691,0.0375,0.0181,96.6,-3.1,199823,66
Stars Light,Kendrick Lamar,hip-hop,2020,0.6834,0.4676,0.495,0.0671,0.0079,0.2497,107.5,-3.6,177759,61
Fall Crystal,The Weeknd,pop,2014,0.9693,0.7192,0.2335,0.2007,0.0764,0.1779,137.9,-8.2,186347,75
Fire Away Lost,Esperanza Spalding,jazz,2005,0.2545,0.1531,0.3914,0.509,0.183,0.1111,89.9,-11.0,215262,31
Sunset,Gregory Porter,jazz,2012,0.3636,0.3974,0.3062,0.5367,0.4992,0.0675,60.0,-7.7,210634,33
Gone Dance,Frank Ocean,r&b,2003,0.7799,0.5259,0.1066,0.3488,0.0173,0.1094,104.1,-7.2,171754,43
Home Crystal,Kendrick Lamar,hip-hop,1995,0.8137,0.5723,0.6341,0.0,0.0159,0.1601,126.3,-7.2,120000,52
Crystal Gold,Luke Bryan,country,2014,0.5109,0.5486,0.4653,0.576,0.0,0.0211,94.8,-0.7,245127,35
Night,Chris Brown,r&b,2012,0.8598,0.4647,0.5135,0.0,0.0,0.0,149.7,-6.3,161922,55
Heart,Herbie Hancock,jazz,2001,0.6034,0.6158,0.2937,0.6571,0.2051,0.0333,60.0,-7.8,196830,48
Lost Rise,Khalid,r&b,2002,0.6941,0.5766,0.6358,0.1755,0.0419,0.0629,107.7,-7.8,195753,54
Echo Electric Blue,Luke Combs,country,2023,0.4217,0.5756,0.7904,0.7404,0.0132,0.0528,115.9,-5.7,138748,64
Rain Crystal Electric,SZA,r&b,1995,0.5781,0.4438,0.246,0.0577,0.0641,0.0,114.3,-6.8,249986,35
Sunset,Drake,hip-hop,1997,0.7027,0.8169,0.5774,0.1314,0.0138,0.1324,121.0,-1.6,166899,43
Storm,Yuja Wang,classical,1997,0.3851,0.3445,0.6367,0.8482,0.7896,0.0453,77.7,-18.2,283649,38
Midnight Wild Red,Avicii,electronic,2022,0.7581,0.8521,0.4222,0.0882,0.2349,0.0988,119.1,-1.3,183757,87
Crystal Rush Shine,SZA,r&b,2023,0.562,0.6999,1.0,0.3315,0.0329,0.0648,108.7,-7.4,254245,74
Dreams Echo Blue,The Killers,rock,2004,0.6461,0.5655,0.1056,0.3383,0.0,0.025,145.4,-5.5,233155,48
Heart Free Found,Frank Ocean,r&b,2024,0.7825,0.7777,0.1089,0.1155,0.0584,0.1103,105.1,-6.8,168976,68
Blue Fever,Jhené Aiko,r&b,2011,0.6847,0.5485,0.1867,0.0,0.039,0.1563,119.0,-6.9,172520,41
Crystal,Radiohead,rock,2012,0.6509,0.6684,0.5039,0.1951,0.06,0.0386,126.0,-6.1,177590,69
Love,Billie Eilish,pop,2011,0.607,0.5023,0.6697,0.0291,0.006,0.1016,101.7,-6.3,148563,60
Low,Usher,r&b,1994,0.8915,0.6295,0.6006,0.6086,0.0606,0.1211,78.4,-6.9,206031,65
Love Home,Luke Bryan,country,2020,0.4858,0.5641,0.8309,0.248,0.0212,0.0716,122.1,-5.7,235527,51
Gone Light Home,David Guetta,electronic,2002,0.7099,0.7077,0.3604,0.1311,0.1984,0.1108,116.7,-4.1,214165,51
Home,Muse,rock,2017,0.5322,0.7788,0.5311,0.0461,0.0261,0.0557,118.1,0.0,176137,64
Home Electric Gone,Karol G,latin,2009,0.912,0.914,0.8975,0.2522,0.0339,0.1277,129.4,-8.4,317556,60
Sunset Dance Home,Taylor Swift,pop,2022,0.5571,0.8155,0.4896,0.2263,0.0201,0.1044,138.0,-3.1,205859,69
Rise Rush,Kendrick Lamar,hip-hop,2005,0.7763,0.6435,0.3603,0.2006,0.018,0.1492,79.6,-6.1,205792,44
Stars Rain,Ed Sheeran,pop,2018,0.5541,0.6452,0.7516,0.0,0.0,0.1093,127.4,-6.9,237506,83
Dreams Home Rise,Foo Fighters,rock,2012,0.3249,0.5254,0.6185,0.0104,0.0034,0.0559,132.8,-5.2,247662,30
Night Shine Echo,Red Hot Chili Peppers,rock,2013,0.7761,0.6313,0.8334,0.0,0.0,0.0567,121.7,-4.1,236665,85
Fire,Post Malone,hip-hop,2023,0.9266,0.5103,0.418,0.1892,0.0416,0.1318,81.7,-2.2,280797,45
Found Shadow,Justin Bieber,pop,1996,0.8553,0.6031,0.6,0.2387,0.0074,0.0736,100.7,-3.3,206920,58
Low Shadow Dreams,Kendrick Lamar,hip-hop,1993,0.9034,0.7467,0.8945,0.1273,0.0241,0.1087,124.0,-4.2,232302,78
Pulse Crystal,Deadmau5,electronic,2023,0.7753,0.6603,0.5975,0.1045,0.5214,0.1029,131.9,-4.9,132433,79
Light Love Night,Marshmello,electronic,2011,0.8103,0.7495,0.5569,0.0911,0.0,0.0177,104.4,-5.8,272719,54
Rush Blue,Travis Scott,hip-hop,1994,0.8524,0.8871,0.325,0.0819,0.042,0.1875,108.2,-6.2,233878,61
Low,Esperanza Spalding,jazz,2012,0.1983,0.2651,0.2902,0.8924,0.291,0.0,157.0,-6.9,242859,0
Home Midnight,The Weeknd,pop,2004,0.7528,0.5989,0.5458,0.0244,0.0454,0.0315,101.2,-3.6,248007,80
Love Gold Low,Zedd,electronic,2020,0.5698,0.7626,0.4276,0.112,0.2601,0.0413,140.4,-1.2,198112,49
Shadow,Harry Styles,pop,1998,0.8793,0.5679,0.2501,0.159,0.0506,0.0425,86.8,-1.0,278089,61
Shine,Harry Styles,pop,2014,0.7622,0.8554,0.56,0.0719,0.0359,0.0928,105.9,-4.0,168549,71
Heart,Chris Brown,r&b,2014,0.7497,0.758,0.1997,0.4374,0.0463,0.1096,135.8,-11.6,196373,46
Rush Dance,H.E.R.,r&b,2010,0.8226,0.2838,0.3081,0.1408,0.0388,0.0158,104.0,-6.9,176007,58
Found Home,Mac DeMarco,indie,1998,0.4393,0.4527,0.4582,0.3006,0.2631,0.1205,100.4,-8.7,196930,36
Echo,Chris Brown,r&b,2011,0.587,0.4248,0.4145,0.2549,0.0158,0.1196,139.8,-2.6,273590,36
Love Blue Light,Joshua Bell,classical,2012,0.1158,0.1621,0.035,0.8842,0.9919,0.0485,153.2,-10.9,196126,35
Rain Break,Dua Lipa,pop,1993,0.4019,0.71,0.2602,0.1526,0.0458,0.1261,108.9,-7.0,203969,35
Love Wild Fall,Harry Styles,pop,2018,0.6369,0.847,1.0,0.1291,0.0456,0.035,149.6,-5.8,270854,76
Break,Billie Eilish,pop,2004,0.5551,0.6118,0.6544,0.3215,0.0098,0.0562,94.4,0.0,186081,40
Red Free,Radiohead,rock,1990,0.49,0.8576,0.6201,0.2054,0.0161,0.0212,145.7,-3.9,263198,46
Away Dreams,Tiësto,electronic,2019,0.7564,0.7065,0.1025,0.0501,0.141,0.0335,135.2,-4.6,171870,54
Light,Usher,r&b,2018,0.5673,0.5614,0.5766,0.1918,0.0017,0.0918,106.9,-4.8,313210,50
Heart Light,The Weeknd,pop,2009,0.5252,0.6018,0.5258,0.1024,0.0877,0.0822,108.4,-7.0,260783,40
Shine Fever Rise,Bon Iver,indie,2022,0.5186,0.7096,0.0919,0.2594,0.0069,0.0323,154.2,-10.9,252729,68
Away,Norah Jones,jazz,2011,0.3871,0.4854,0.3946,0.6889,0.0,0.035,129.2,-7.1,264985,57
Low,Green Day,rock,2002,0.327,0.8249,0.6577,0.2863,0.0251,0.0554,132.6,-6.1,184612,39
Storm,Olivia Rodrigo,pop,1996,0.5233,0.675,0.6018,0.0,0.0294,0.0888,145.4,-11.5,248446,59
Fever Found,Justin Bieber,pop,1997,0.7212,0.6441,0.4158,0.1833,0.0,0.0788,112.1,-6.1,131901,47
Pulse Away,Billie Eilish,pop,2017,0.7602,0.7762,0.4989,0.3724,0.0,0.0794,104.8,-8.7,216160,58
Rain,Taylor Swift,pop,1998,0.5292,0.6277,0.556,0.3629,0.0234,0.0376,143.7,-7.8,214778,44
Stay Echo Light,David Guetta,electronic,2014,0.8499,0.6366,0.5127,0.0729,0.2051,0.0348,108.4,-4.2,199659,71
Crystal Lost,Arctic Monkeys,rock,2005,0.6168,0.8945,0.1575,0.0,0.0042,0.0502,80.7,-2.9,291972,50
Dreams Dance Home,Travis Scott,hip-hop,1999,0.697,0.5605,0.8779,0.0,0.0,0.3085,95.5,-9.5,204961,68
Fever Lost Midnight,Hilary Hahn,classical,2000,0.1788,0.1758,0.4505,0.8867,0.7426,0.0785,118.5,-17.6,175950,32
Rise Lost,Rosalía,latin,2020,0.7622,0.7025,0.6228,0.2953,0.0,0.0797,98.4,-5.7,278570,55
Electric,Bon Iver,indie,2001,0.5639,0.5928,0.1457,0.3888,0.0,0.0533,117.9,-9.7,179698,39
Low Stars Away,The Weeknd,pop,2020,0.6303,0.8184,0.5113,0.3209,0.0002,0.0972,86.2,-4.2,254398,70
Gold,Kanye West,hip-hop,2003,0.7592,0.9805,0.3525,0.1725,0.0166,0.1899,91.7,-8.2,234774,46
Light Sunset Rush,Chris Brown,r&b,2021,0.6515,0.5188,0.7351,0.6474,0.0587,0.1917,86.3,-7.7,254349,50
Rise,Olivia Rodrigo,pop,2006,0.3982,0.6858,0.6229,0.2054,0.0,0.0295,104.0,-6.3,184435,50
Light Rise Gone,Adele,pop,2024,0.6096,0.7884,0.4717,0.3089,0.0362,0.1553,155.9,-9.2,287094,58
Heart Dreams Home,Bad Bunny,latin,1990,0.7416,0.4932,0.7952,0.1393,0.0309,0.0077,113.9,0.0,222072,79
Dance,Frank Ocean,r&b,2018,0.6374,0.454,0.8973,0.5064,0.0218,0.091,90.1,-10.3,270960,83
Gold Found Away,Lil Nas X,hip-hop,1993,0.7304,0.5502,0.6523,0.1272,0.036,0.4097,70.3,-6.6,120000,42
Red,Kygo,electronic,2012,0.7735,0.7281,0.4327,0.0829,0.5022,0.0605,136.9,-1.5,225902,74
Stay Shadow,Cardi B,hip-hop,2017,0.7834,0.4895,0.6421,0.0539,0.0014,0.2169,159.9,-3.1,276911,60
Wild Fever Pulse,Harry Styles,pop,2005,0.819,0.5359,0.4757,0.0669,0.0,0.0876,113.7,-7.0,263188,51
Free Away,Drake,hip-hop,2001,0.6724,0.6512,0.6978,0.229,0.0065,0.1197,145.7,-6.1,232126,62
High Midnight Red,Taylor Swift,pop,2010,0.7459,0.6225,0.7307,0.1984,0.0143,0.1342,95.9,-9.1,221643,51
Sunset Stars Crystal,The Weeknd,pop,2006,0.6591,0.8418,0.4667,0.4231,0.0298,0.0761,121.1,-4.1,254750,47
Red,André Rieu,classical,2002,0.2242,0.2708,0.4364,1.0,0.8402,0.0442,98.7,-15.8,223179,39
Silver Shadow,SZA,r&b,2021,0.4009,0.6715,0.4216,0.383,0.0,0.0189,103.9,-5.4,213429,46
Shadow,J Balvin,latin,2004,0.8184,0.5615,0.629,0.0,0.0,0.0435,140.4,-6.6,213649,70
Light Midnight,Cardi B,hip-hop,2001,0.8973,0.5907,0.5156,0.2219,0.0143,0.2667,92.9,0.0,179510,62
Fire Fall Glow,Megan Thee Stallion,hip-hop,2004,0.8465,0.4469,0.5052,0.228,0.0179,0.1948,121.3,-5.8,159959,62
Electric,Coldplay,rock,2023,0.5892,0.7,0.5799,0.0642,0.0151,0.0265,137.7,-4.9,212970,61
Stars Wild,Olivia Rodrigo,pop,1995,0.8842,0.685,0.7451,0.0748,0.016,0.0403,138.2,-4.1,238713,65
Dreams Free,Olivia Rodrigo,pop,2006,0.4929,0.7353,0.3786,0.4166,0.0,0.0551,125.1,-5.9,221582,22
Gold Away,Zach Bryan,country,2009,0.9546,0.6319,0.5187,0.1274,0.0001,0.0891,110.4,-5.8,126723,91
Dance,Rauw Alejandro,latin,1998,0.8329,0.7929,0.5081,0.1262,0.0,0.0881,89.8,-3.0,219070,63
Electric,David Guetta,electronic,1994,0.6619,0.6962,0.6468,0.0944,0.4325,0.0149,121.0,-3.2,192298,60
Fire Fever,Tiësto,electronic,2012,0.8164,0.6924,0.1874,0.008,0.0657,0.0372,129.0,-6.6,162925,73
High Night,Tame Impala,indie,2022,0.2634,0.8372,0.1871,0.0,0.2808,0.05,77.7,-11.2,272936,39
Dreams Love Wild,Olivia Rodrigo,pop,2003,0.6014,0.6622,0.7022,0.4238,0.0,0.1478,102.0,-6.5,247733,63
Stars,Green Day,rock,2006,0.4935,0.7018,0.418,0.0559,0.0,0.0708,135.0,-3.8,278554,77
Storm Gone Break,Tyler the Creator,hip-hop,2008,0.7406,0.7493,0.6592,0.0,0.0177,0.1667,109.1,-4.7,231321,68
Sunset Neon Away,Morgan Wallen,country,2022,0.5928,0.7766,0.4104,0.1758,0.0,0.0712,110.2,-10.3,173081,70
Dance Shadow Home,Itzhak Perlman,classical,1990,0.2733,0.1309,0.5034,0.8685,0.7311,0.062,117.1,-12.9,223788,22
Heart Shadow Rain,Radiohead,rock,2002,0.4472,0.8599,0.2792,0.0306,0.0,0.0384,109.8,-7.4,217259,36
Heart Gone Wild,Mac DeMarco,indie,2016,0.3878,0.5781,0.8631,0.4519,0.1858,0.0,154.6,-4.2,268943,50
Rush Love Rise,Chet Baker,jazz,1995,0.2937,0.6094,0.4903,0.7409,0.7292,0.1025,155.5,-10.0,153109,18
Echo,Muse,rock,1995,0.2595,0.9577,0.4352,0.1319,0.1028,0.1047,111.2,-5.1,197588,49
Night,Tyler the Creator,hip-hop,2022,0.6277,0.5886,0.4097,0.1896,0.0021,0.1446,122.3,-4.9,197481,62
Stay Lost Rise,J. Cole,hip-hop,2019,0.8551,0.6491,0.5544,0.0,0.0294,0.299,89.1,-5.5,120000,64
Rush Rise,Yuja Wang,classical,2024,0.4095,0.0893,0.3338,0.8995,0.976,0.0352,105.8,-11.9,234139,30
Away Blue Crystal,Foo Fighters,rock,2012,0.3474,0.817,0.4182,0.0,0.0563,0.0236,138.2,0.0,211206,46
Gone Wild,Morgan Wallen,country,1999,0.4606,0.7768,0.582,0.4152,0.0,0.0775,94.8,-5.7,177673,49
Midnight,Travis Scott,hip-hop,2008,0.7589,0.8559,0.5767,0.0619,0.0,0.385,60.0,-9.6,256065,72
Waves Dreams,Maluma,latin,2017,0.7553,0.7147,0.5206,0.1734,0.0358,0.1012,129.0,-10.3,229495,74
Shine Found Echo,Kanye West,hip-hop,2012,0.7472,0.773,0.7312,0.0244,0.0,0.1258,75.1,-5.6,197033,73
Away Rush,Chris Brown,r&b,1993,0.848,0.4397,0.4705,0.5048,0.0174,0.2452,113.6,-2.9,176847,60
Pulse,Kamasi Washington,jazz,2009,0.6343,0.5526,0.3391,0.7093,0.2561,0.1108,147.7,-10.3,199674,37
Home Silver,Kacey Musgraves,country,2008,0.5597,0.696,0.8129,0.4101,0.0094,0.0526,97.9,-4.8,130510,29
Night,John Coltrane,jazz,2016,0.4978,0.2772,0.5612,0.6373,0.168,0.12,92.5,-8.9,216515,48
Found Rush,Billie Eilish,pop,2023,0.5709,0.7727,0.6216,0.0,0.0377,0.0211,124.7,-9.0,169514,63
Rise High,Shakira,latin,1993,0.6265,0.8342,0.9184,0.0806,0.0,0.1237,134.9,-5.5,255899,60
Shadow Stay Found,Harry Styles,pop,1996,0.6404,0.6753,0.8841,0.5089,0.0683,0.0901,107.4,-4.5,218216,68
Found Blue,Megan Thee Stallion,hip-hop,1996,0.8519,0.6579,0.4983,0.018,0.0,0.0,75.0,-3.4,121211,52
Dance Glow Rain,Zedd,electronic,2015,0.8298,0.7599,0.2559,0.0174,0.1866,0.0915,124.7,-4.4,210675,49
Break Rise Love,Tyler the Creator,hip-hop,2015,0.8122,0.4192,0.3183,0.0,0.0165,0.3384,192.0,-8.3,191218,42
Rush Neon,Martin Garrix,electronic,2008,0.686,0.8184,0.4621,0.0522,0.2109,0.1117,105.1,-5.1,197843,82
Waves Heart Love,Yuja Wang,classical,1998,0.4594,0.2148,0.232,0.7578,0.9426,0.0221,104.1,-15.0,279533,25
Dreams,Ed Sheeran,pop,2009,0.4618,0.7894,0.9154,0.0227,0.0573,0.1669,126.9,-2.4,246859,63
Gone Echo Lost,Rauw Alejandro,latin,2005,0.8442,0.581,0.6295,0.199,0.0184,0.0193,145.6,-5.4,281083,55
Rush,Drake,hip-hop,2006,0.7855,0.7792,0.6635,0.1177,0.0,0.1796,124.7,-6.5,221618,55
Echo Home,Billie Eilish,pop,2011,0.5393,0.5458,0.3294,0.4532,0.0607,0.0078,129.5,-2.8,192591,68
Rain Wild,Harry Styles,pop,2002,0.7367,0.6392,0.4006,0.0524,0.0265,0.0562,117.6,-3.0,199948,54
Rise Stay Gone,The Strokes,indie,2001,0.4146,0.6544,0.3048,0.2968,0.0439,0.0134,132.5,-8.6,227971,38
Break High,Sufjan Stevens,indie,1999,0.5513,0.5483,0.5064,0.5953,0.0013,0.0169,107.9,-9.2,255479,41
Rain,Sufjan Stevens,indie,1990,0.5534,0.3094,0.5031,0.3902,0.0982,0.0944,91.7,-7.9,191854,45
Home Gone,Hilary Hahn,classical,2021,0.2021,0.2072,0.0,0.9389,0.8217,0.0198,101.6,-15.7,287456,30
Found Silver Night,Foo Fighters,rock,2019,0.6262,0.7034,0.266,0.2524,0.0437,0.0332,106.7,-0.2,263805,80
Free,Tyler the Creator,hip-hop,1997,0.8126,0.5587,0.7103,0.2152,0.0472,0.0933,101.9,-6.5,224686,51
Home,Shakira,latin,2010,0.5608,0.5273,0.4464,0.1441,0.0078,0.1363,122.5,-4.5,149012,48
Gold Gone,David Guetta,electronic,2011,0.8142,0.7805,1.0,0.0478,0.4144,0.0349,154.3,-6.6,154699,60
Free Break,Travis Scott,hip-hop,2007,0.8017,0.6853,1.0,0.0353,0.0,0.1086,94.5,-7.6,191507,72
Electric,Megan Thee Stallion,hip-hop,1991,0.9133,0.5091,0.3425,0.2592,0.0042,0.0,96.6,-9.9,136569,70
Echo,SZA,r&b,1998,0.636,0.7066,0.5562,0.4944,0.0103,0.1439,84.6,-8.0,226601,50
Love,H.E.R.,r&b,1992,0.6863,0.2348,0.6808,0.374,0.0,0.1401,97.0,-9.2,244083,45
Rise Low Fall,The Weeknd,pop,2015,0.8825,0.5795,0.4464,0.2533,0.0376,0.065,97.9,-6.3,161964,69
Gone Red,Zedd,electronic,2010,0.6653,0.8185,0.2297,0.0289,0.4204,0.1437,130.1,-1.1,197350,61
Love Free Night,Summer Walker,r&b,2019,0.5816,0.8412,0.4221,0.3615,0.0124,0.23,141.7,-5.8,268011,57
Pulse Fire Waves,SZA,r&b,2017,0.8078,0.6365,0.6274,0.7521,0.0316,0.0585,119.0,-7.1,213003,50
Blue Home Low,Red Hot Chili Peppers,rock,2015,0.6817,0.7089,0.7209,0.387,0.0311,0.0453,93.8,-3.9,214921,65
Silver,Maluma,latin,2023,0.8154,0.8304,0.5111,0.3671,0.0532,0.0578,93.3,-6.6,136511,55
Heart Dreams,The Weeknd,pop,1997,0.7877,0.9057,0.5836,0.0956,0.0,0.0171,136.6,-8.1,181626,58
Glow Free Stars,Tyler the Creator,hip-hop,1999,0.5756,0.5985,0.5187,0.2386,0.0269,0.2692,60.0,-3.0,245071,56
Found,Luke Bryan,country,2003,0.565,0.5521,0.3398,0.169,0.0039,0.0065,131.0,-6.8,179589,63
Wild,Summer Walker,r&b,2004,0.6147,0.7135,0.7647,0.0751,0.0,0.0,82.5,-9.8,199034,59
Heart Stay Love,The Killers,rock,2006,0.4805,0.7115,0.2124,0.1817,0.1877,0.0513,136.9,-2.5,211059,39
Home,Daddy Yankee,latin,2007,0.701,0.8738,0.6771,0.0,0.0096,0.0963,121.5,-9.0,120000,86
Waves,Chris Brown,r&b,2021,0.7733,0.5233,0.4861,0.3203,0.0,0.1087,93.3,-11.0,128350,67
Midnight,Kane Brown,country,2012,0.5024,0.5461,0.4973,0.1785,0.0,0.0196,127.7,-6.1,226870,49
Sunset Storm Waves,Ozuna,latin,2012,0.7323,0.6663,0.4642,0.3523,0.0444,0.1139,116.5,-7.0,206653,48
Echo Rush Dance,Jhené Aiko,r&b,2024,0.6834,0.5782,0.3242,0.2716,0.0343,0.0765,112.2,-5.0,272810,50
Gone Storm,Calvin Harris,electronic,2004,0.6558,0.8835,0.2919,0.0,0.6951,0.0562,139.2,-6.2,237789,46
Rise Rush,Ed Sheeran,pop,2013,0.7623,0.7289,0.4232,0.3514,0.0496,0.1419,119.9,-3.2,208582,84
Heart Rush Lost,Radiohead,rock,2017,0.4352,0.5062,0.4202,0.1634,0.0216,0.046,97.5,-6.2,168882,77
Heart Rush,J. Cole,hip-hop,2005,0.6836,0.757,0.4987,0.174,0.0013,0.3079,108.7,-5.9,311740,62
